Name|Description|Code|Image|Price|Sale Price|Category
Old Fashioned Hard Candy Sticks - Cherry Cola: 80-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Nostalgic for the soda fountain? Wistful for the dime-candy days? Whether or not you remember these old-time confections, so popular in the early part of the last century, you’re sure to enjoy their multiple charms. In addition to being fetchingly attractive (spruce up the counter, anyone?), their unique flavors last for the length of the stick – an awfully long time, if you’re licking. Individually wrapped in cellophane.<br><br><b>Stick Specifications-</b><br>
Length: 5 Inches<br>
Diameter: 1/4 Inch</div>
<div>Flavor: Cherry Cola<br><br>
Unit Price = $0.20/stick.<br><br>
Box contains 80 wrapped Old Fashioned Cherry Cola Hard Candy Sticks.<br><br>
Shipping Weight ~ 3 lbs.  Kosher Certified.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.<br><br><b>DISCLAIMER:</b> Due to circumstances outside of our control in the delivery process, we cannot guarantee that all sticks will arrive unbroken. The shipping process will most likely cause some sticks to break. We do our utmost to package these to prevent breakage, but we will not be held responsible for any broken sticks.</div>
    "|126167|/assets/item/regular/candy-sticks-single-cherry-cola-126167_im.jpg|16.00|""|Candy Sticks
Old Fashioned Hard Candy Sticks - Chocolate: 80-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Nostalgic for the soda fountain? Wistful for the dime-candy days? Whether or not you remember these old-time confections, so popular in the early part of the last century, you’re sure to enjoy their multiple charms. In addition to being fetchingly attractive (spruce up the counter, anyone?), their unique flavors last for the length of the stick – an awfully long time, if you’re licking. Individually wrapped in cellophane.<br><br><b>Stick Specifications-</b><br>
Length: 5 Inches<br>
Diameter: 1/4 Inch<br>
Flavor: Chocolate<br><br>
Unit Price = $0.20/stick.<br><br>
Box contains 80 wrapped Old Fashioned Chocolate Hard Candy Sticks.<br><br>
Shipping Weight ~ 3 lbs.  Kosher Certified.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.<br><br><b>DISCLAIMER:</b> Due to circumstances outside of our control in the delivery process, we cannot guarantee that all sticks will arrive unbroken. The shipping process will most likely cause some sticks to break. We do our utmost to package these to prevent breakage, but we will not be held responsible for any broken sticks.</div>
    "|125307|/assets/item/regular/candy-sticks-single-chocolate-125307_im.jpg|16.00|""|Candy Sticks
Old Fashioned Hard Candy Sticks - Cinnamon: 80-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Nostalgic for the soda fountain? Wistful for the dime-candy days? Whether or not you remember these old-time confections, so popular in the early part of the last century, you’re sure to enjoy their multiple charms. In addition to being fetchingly attractive (spruce up the counter, anyone?), their unique flavors last for the length of the stick – an awfully long time, if you’re licking. Individually wrapped in cellophane.<br><br><b>Stick Specifications-</b><br>
Length: 5 Inches<br>
Diameter: 1/4 Inch<br>
Flavor: Cinnamon<br><br>
Unit Price = $0.20/stick.<br><br>
Box contains 80 wrapped Old Fashioned Cinnamon Hard Candy Sticks.<br><br>
Shipping Weight ~ 3 lbs.  Kosher Certified.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.<br><br><b>DISCLAIMER:</b> Due to circumstances outside of our control in the delivery process, we cannot guarantee that all sticks will arrive unbroken. The shipping process will most likely cause some sticks to break. We do our utmost to package these to prevent breakage, but we will not be held responsible for any broken sticks.</div>
    "|125503|/assets/item/regular/candy-sticks-single-cinnamon-125503_im.jpg|16.00|""|Candy Sticks
Old Fashioned Hard Candy Sticks - Clove: 80-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Nostalgic for the soda fountain? Wistful for the dime-candy days? Whether or not you remember these old-time confections, so popular in the early part of the last century, you’re sure to enjoy their multiple charms. In addition to being fetchingly attractive (spruce up the counter, anyone?), their unique flavors last for the length of the stick – an awfully long time, if you’re licking. Individually wrapped in cellophane.<br><br><b>Stick Specifications-</b><br>
Length: 5 Inches<br>
Diameter: 1/4 Inch<br>
Flavor: Clove<br><br>
Unit Price = $0.20/stick.<br><br>
Box contains 80 wrapped Old Fashioned Clove Hard Candy Sticks.<br><br>
Shipping Weight ~ 3 lbs.  Kosher Certified.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.<br><br><b>DISCLAIMER:</b> Due to circumstances outside of our control in the delivery process, we cannot guarantee that all sticks will arrive unbroken. The shipping process will most likely cause some sticks to break. We do our utmost to package these to prevent breakage, but we will not be held responsible for any broken sticks.</div>
    "|126168|/assets/item/regular/candy-sticks-single-clove-126168_im.jpg|16.00|""|Candy Sticks
Old Fashioned Hard Candy Sticks - Cotton Candy: 80-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Nostalgic for the soda fountain? Wistful for the dime-candy days? Whether or not you remember these old-time confections, so popular in the early part of the last century, you’re sure to enjoy their multiple charms. In addition to being fetchingly attractive (spruce up the counter, anyone?), their unique flavors last for the length of the stick – an awfully long time, if you’re licking. Individually wrapped in cellophane.<br><br><b>Stick Specifications-</b><br>
Length: 5 Inches<br>
Diameter: 1/4 Inch<br>
Flavor: Cotton Candy<br><br>
Unit Price = $0.20/stick.<br><br>
Box contains 80 wrapped Old Fashioned Cotton Candy Hard Candy Sticks.<br><br>
Shipping Weight ~ 3 lbs.  Kosher Certified.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.<br><br><b>DISCLAIMER:</b> Due to circumstances outside of our control in the delivery process, we cannot guarantee that all sticks will arrive unbroken. The shipping process will most likely cause some sticks to break. We do our utmost to package these to prevent breakage, but we will not be held responsible for any broken sticks.</div>
    "|127124|/assets/item/regular/candy-sticks-single-cotton-candy-127900_im.jpg|16.00|""|Candy Sticks
Old Fashioned Hard Candy Sticks - Grape: 80-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Nostalgic for the soda fountain? Wistful for the dime-candy days? Whether or not you remember these old-time confections, so popular in the early part of the last century, you’re sure to enjoy their multiple charms. In addition to being fetchingly attractive (spruce up the counter, anyone?), their unique flavors last for the length of the stick – an awfully long time, if you’re licking. Individually wrapped in cellophane.<br><br><b>Stick Specifications-</b><br>
Length: 5 Inches<br>
Diameter: 1/4 Inch<br>
Flavor: Grape<br><br>
Unit Price = $0.20/stick.<br><br>
Box contains 80 wrapped Old Fashioned Grape Hard Candy Sticks.<br><br>
Shipping Weight ~ 3 lbs.  Kosher Certified.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.<br><br><b>DISCLAIMER:</b> Due to circumstances outside of our control in the delivery process, we cannot guarantee that all sticks will arrive unbroken. The shipping process will most likely cause some sticks to break. We do our utmost to package these to prevent breakage, but we will not be held responsible for any broken sticks.</div>
    "|126169|/assets/item/regular/candy-sticks-single-grape-126169_im.jpg|16.00|""|Candy Sticks
Dubble Bubble Gum - Original: 380-Piece Tub|"
   
        <br><p id=""longDescription""></p>
<div>Delicious chunks of original chewy Dubble Bubble gum!<br><br>
Unit Price = $0.05/piece.<br><br>
Tub contains 380 twist wrapped pieces of Original Dubble Bubble Bubblegum. Made in Canada.<br><br>
Shipping Weight ~ 5 lbs. Kosher Certified.</div>
    "|127277|/assets/item/regular/icon-127277.jpg|19.00|""|Gum / Bubblegum
Nerds Giant Gumballs: 18-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>What could be more cool than a Nerd? How about a Giant Nerd! These mammoth sized gumballs are stuffed full of yummy Nerds candy from Willy Wonka. The perfect candy surprise once your teeth have gnawed through the thick gum encasement. This assortment includes a variety of brightly colored gumballs.<br><br>
Unit Price = $1.00/gumball.<br><br>
Display box contains 18 wrapped Giant Nerds Gumballs, each with a net weight of 2.3 ounces. Made in Canada.<br><br>
Shipping Weight ~ 3 lbs.</div>
    "|127413|/assets/item/regular/image-127413.jpg|18.00|""|Gum / Bubblegum
Juicy Fruit Gum 60-Piece Big-e-Paks: 4-Piece Box|"
   
        <br><p id=""longDescription""></p>
    "|""|/assets/item/regular/image-129242.jpg|19.60|""|Gum / Bubblegum
Assorted Colors 1/2-Inch Gumballs: 53-Ounce Tub|"
   
        <br><p id=""longDescription""></p>
<div>
<b>SALE: 33% OFF!</b><br><br>
Perfect for filling gumball machines, this assortment of Dubble Bubble gumballs includes eight fabulous colors and flavors: Strawberry, Pineapple, Blueberry, Lemon-Lime, Orange, Cherry, Banana, and Grape.<br><br><b>Gumball Diameter:</b> 1/2 Inch<br><br>
Tub contains 53 ounces of Assorted Gumballs...about 675 pieces.<br><br>
Shipping Weight ~ 5 lbs. Made in Canada.</div>
    "|125003|/assets/item/regular/image-125003.jpg|18.00|12.00|Gum / Bubblegum
Dubble Bubble Bubble Gum Assortment: 2.75LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>America's original bubble gum candy, featuring an assortment of cello-wrapped gumballs and twist-wrapped bubblegum nuggets in four fabulous flavors:<br><b>Original Bubble Gum<br>
Grape<br>
Apple<br>
Watermelon<br></b><br>
Bag contains 2.75 pounds of Dubble Bubble Bubble Gum Assortment.<br>
Made in Canada.<br><br>
Shipping Weight ~ 3 lbs.</div>
    "|129615|/assets/item/regular/image-129615.jpg|15.00|""|Gum / Bubblegum
Bazooka Bubble Gum - Original: 275-Piece Tub|"
   
        <br><p id=""longDescription""></p>
<div>Classic Bazooka Bubble Gum featuring Bazooka Joe and the Gang comics inside every wrapper! In a national taste test, kids agreed that the reformulated original had ""improved taste"", ""longer lasting flavor"", and ""softer chew"".<br><br>
Unit Price = $0.10/piece.<br><br>
Tub contains 275 pieces of Original Flavor Bazooka Bubblegum.<br><br>
Shipping Weight ~ 3 lbs.</div>
    "|126952|/assets/item/regular/image-126952.jpg|27.50|""|Gum / Bubblegum
Bazooka Bubble Gum - Assorted: 275-Piece Tub|"
   
        <br><p id=""longDescription""></p>
<div>Classic Bazooka Bubble Gum in assorted flavors featuring Bazooka Joe comics inside every wrapper. Assortment includes 3 fabulous flavors: <b>Original, Strawberry, and Tropical.</b><br><br>
Unit Price = $0.10/piece.<br><br>
Tub contains 275 pieces of Assorted Bazooka Bubblegum.<br><br>
Shipping Weight ~ 3 lbs.</div>
    "|125111|/assets/item/regular/image-125111.jpg|27.50|""|Gum / Bubblegum
Super Bubble Gum: 300-Piece Tub|"
   
        <br><p id=""longDescription""></p>
    "|""|/assets/item/regular/image-126537.jpg|15.00|""|Gum / Bubblegum
Dubble Bubble Gum: 180-Piece Tub|"
   
        <br><p id=""longDescription"">Delicious chunks of chewy Dubble Bubble gum!<br><br><b>Gum Length:</b> 2.25 Inches<br><br>Unit Price = $0.10/piece.<br><br>Tub contains 180 twist wrapped pieces of Dubble Bubble Bubblegum.<br><br>Made in Canada.<br><br>Shipping Weight ~ 5 lbs.</p>
    "|130572|/assets/item/regular/dubble-bubble-180ct-tub-im-130572.jpg|18.00|""|Gum / Bubblegum
Magic Colors Bubble Gum Crayons: 240-Piece Bag|"
   
        <br><p id=""longDescription""></p>
<div>Colorful paper wrappers conceal yummy sticks of bubblegum!</div>
<div> </div>
<div>
<strong>Stick Length:</strong> 3 Inches</div>
<div> </div>
<div>Unit Price = $0.05/piece.</div>
<div> </div>
<div>Bag contains 240 Magic Colors Bubble Gum Crayons.</div>
<div> </div>
<div>Shipping Weight ~ 3 lbs.</div>
    "|131443|/assets/item/regular/magic-colors-ff-131443-w.jpg|12.00|""|Gum / Bubblegum
Wrapped 3/4-Inch Bubble Gum Gumballs: 425-Piece Tub|"
   
        <br><p id=""longDescription""></p>
<div>Bright, colorful gumballs, individually wrapped to seal in freshness!<br><br><b>Gumball Diameter:</b> 3/4 Inch<br><br>
Unit Price = $0.10/gumball.<br><br>
Tub contains 425 wrapped Bubble King Gumballs.<br><br>
Made in Canada.<br><br>
Shipping Weight ~ 8 lbs. Kosher Certified.</div>
    "|128909|/assets/item/regular/image-128909.jpg|42.50|""|Gum / Bubblegum
Bazooka Bubble Juice Gum Nuggets Pouches: 18-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Yummy bubble gum nuggets in an assortment of 2 fruity juice flavors: <b>Slammin' Blue Raspberry and Rockin' Original.</b> Packed in nifty resealable pouches.<br><br>
Unit Price = $1.65/pouch.<br><br>
Display box contains 18 Bazooka Bubble Juice Gum Nuggets pouches, each with a net weight of 2 ounces.<br><br>
Shipping Weight ~ 3 lbs.<br><br><b>DISCLAIMER:</b> Manufacturer may not include all flavors listed in this product description.</div>
    "|125112|/assets/item/regular/Bazooka-Bubble-Gum-Nuggets-im-125112.jpg|29.70|""|Gum / Bubblegum
Tumble Tower Gumball Bank with Gumballs|"
   
        <br><p id=""longDescription""></p>
<div>An amusing candy toy that dispenses cheery, chewy gumballs, this sweet package offers endless entertainment and sugary snacking enjoyment. Perfect as a gift for hard-to-buy-for kids of all ages, this tall table-top gumball dispenser in red, yellow, and blue colors is a delightful departure from the old standard you see most often. Fill the clear globe at the top with the included box of colorful gumballs in a classic rainbow of colors and fruity flavors, then press the small lever at the globe’s base and watch your sweet make a curvy path down a linear labyrinth of teeter-totter levels to the dark blue base below. A charming, must-have choice for gumball-lovers all over!<br><br><strong>Dispenser Height:</strong> 10 Inches<br><br>
Gift box contains one Tumble Tower Gumball Bank with Gumballs.<br><br>
Shipping Weight ~ 2 lbs.</div>
    "|131611|/assets/item/regular/tumble-tower-gumball-bank-131611.jpg|8.00|""|Gum / Bubblegum
Razzles Candy Packs: 24-Piece Box|"
   
        <br><p id=""longDescription""></p>
    "|""|/assets/item/regular/image-126963.jpg|30.00|""|Gum / Bubblegum
Bubble Yum Gum 5-Piece Packs - Original: 18-Pack Box|"
   
        <br><p id=""longDescription"">Every piece of Bubble Yum is bursting with bodacious bubble-blowing action! Instructions: Chew, Blow, Pop, Repeat.<br><br>Unit Price = $0.85/pack.<br><br>Box includes 18 Original Flavor Bubble Yum Packs, each containing 5 pieces of gum.<br><br>Shipping Weight ~ 1 lb.</p>
    "|128429|/assets/item/regular/image-128429.jpg|15.30|""|Gum / Bubblegum
Canel's 4-Pack Chiclets Gum: 300-Piece Tub|"
   
        <br><p id=""longDescription"">Yummy bubblegum tab 4-packs in an assortment of the following 5 flavors: <b>Blueberry, Cinnamon, Fruit, Peppermint, and Spearmint.</b><br><br>Unit Price = $0.05/pack.<br><br>Tub contains 300 Canel's Chewing Gum Tabs 4-Packs.<br><br>Shipping Weight ~ 4 lbs.</p>
    "|127692|/assets/item/regular/image-127692.jpg|15.00|""|Gum / Bubblegum
Wrigley's Big Red Gum Slim Packs: 10-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Spicy cinnamon chewing gum that is sure to tingle your taste buds!<br><br>
Unit Price = $1.50/pack.<br><br>
Display box contains 10 Wrigley's Big Red Gum Slim Packs, each with 10 sticks.<br><br>
Shipping Weight ~ 1 lb.</div>
    "|131816|/assets/item/regular/wrigleys-big-red-gum-slim-packs.jpg|15.00|""|Gum / Bubblegum
Wrigley's Doublemint Gum Slim Packs: 10-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Double the flavor, double the pleasure!<br><br>
Unit Price = $1.50/pack.<br><br>
Display box contains 10 Wrigley's Doublemint Gum Slim Packs, each with 15 sticks.<br><br>
Shipping Weight ~ 1 lb.</div>
    "|131817|/assets/item/regular/wrigleys-doublemint-gum-slim-packs.jpg|15.00|""|Gum / Bubblegum
Wrigley's Juicy Fruit Gum Slim Packs: 10-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Delicious chewing gum featuring a long lasting fruity flavor!<br><br>
Unit Price = $1.50/pack.<br><br>
Display box contains 10 Wrigley's Juicy Fruit Gum Slim Packs, each with 15 sticks.<br><br>
Shipping Weight ~ 1 lb.</div>
    "|131818|/assets/item/regular/wrigleys-juicy-fruit-gum-slim-packs.jpg|15.00|""|Gum / Bubblegum
Wrigley's Spearmint Gum Slim Packs: 10-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Classic chewing gum featuring a long lasting spearmint flavor!<br><br>
Unit Price = $1.50/pack.<br><br>
Display box contains 10 Wrigley's Spearmint Gum Slim Packs, each with 15 sticks.<br><br>
Shipping Weight ~ 1 lb.</div>
    "|131819|/assets/item/regular/wrigleys-spearmint-gum-slim-packs.jpg|15.00|""|Gum / Bubblegum
Gumby & Pokey Gummies: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div><strong>NEW ITEM SALE: 30% OFF!</strong></div>
<div> </div>
<div>Squeeze 'em, tickle 'em, stretch 'em, chew 'em! As fun to play with as to eat, your favorite claymation characters come to life in these adorable gummy candy designs. Way yummier than clay, Gumby &amp; Pokey Gummies feature delicious flavors of green apple and orange mango! An animated tradition since the 1950’s, Gumby &amp; Pokey Gummies offer the perfect opportunity to introduce these lovable characters to the next generation. If you have a heart, Gummy Gumby's a part of YOU! (theme song reference)</div>
<div><strong><br></strong></div>
<div>There are approximately 35 pieces per pound.</div>
<div> </div>
<div><strong>Candy Dimensions-</strong></div>
<div>Gumby Height: 3 Inches</div>
<div>Pokey Width: 2 Inches</div>
<div> </div>
<div>Unit Price = $5.90/lb.</div>
<div><strong>Sale Unit Price = $3.90/lb.</strong></div>
<div> </div>
<div>Bag contains 5 pounds of Gumby &amp; Pokey Gummies.</div>
<div> </div>
<div>Shipping Weight ~ 6 lbs.</div>
    "|130742|/assets/item/regular/gumby-and-pokey-gummies-im.jpg|29.50|19.50|Gummy & Jelly Candy
Sour Gummy Mini Rings: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>A CandyWarehouse.com EXCLUSIVE!<br><br>
These gummy rings are mini, but their sour taste is big!<br><br>
There are approximately 65 pieces per pound.<br><b>Ring Dimensions (Inches):</b> 1.25 x 1.25 x 0.5<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Sour Gummy Mini Rings Candy.<br>
Made in Spain.<br><br>
Shipping Weight ~ 6 lbs.</div>
    "|130078|/assets/item/regular/image-130078.jpg|19.50|""|Gummy & Jelly Candy
Haribo Roulette Gummy Candy Rolls: 36-Piece Box|"
   
        <br><p id=""longDescription""></p>
<div>Yummy gummy disks of assorted fruit flavors packed in handy rolls!<br><br><b>Specifications:</b><br>
Roll Length: 3 Inches<br>
Diameter: 3/4 Inch<br>
Pieces per Roll: 10<br><br>
Unit Price = $0.50/roll.<br><br>
Display box contains 36 Haribo Roulettes Gummy Candy Rolls, each with a net weight of 0.8 ounces. Made in Germany.<br><br>
Shipping Weight ~ 3 lbs.</div>
    "|127209|/assets/item/regular/Haribo-roulette-im2-127209.jpg|18.00|""|Gummy & Jelly Candy
Giant Gumby Gummy Candy|"
   
        <br><p id=""longDescription""></p>
<div>Go ahead, play with your food! Iconic Claymation superstar Gumby bursts back on the scene in a fun, flavorful form. This yummy giant green apple gummy is certain to win over a new generation with his zany antics and malleable mannerisms. When the legendary Art Clokey brought Gumby and Pokey to life in his ground-breaking animated films of the 1950’s, he borrowed elements of jazz, poetry and sculpture. Little did he know how mass-appealing his artistic vision would be! Way yummier than clay, superstar Gumby’s transformation into tasty gummy candy has kids of all ages cheering. If you have a heart, Gummy Gumby's a part of YOU!<br><br><strong>Gumby Dimensions-</strong><br>
Total Length: 6 Inches <br>
Total Width: 2 Inches<br><br>
Package contains one Giant Gumby Gummy Candy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 1 lb.</div>
    "|131493|/assets/item/regular/giant-gumby-131493-im.jpg|9.90|""|Gummy & Jelly Candy
Haribo Gummi Gold Bears Candy: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>They're soft. They're chewy. They're translucent. And they're burstin' with beary yummy flavor. There's nothing quite as whimsically delicious as gummi bears, a candy popular the world over for its sprightly personality and fruity taste. Squeeze 'em, line 'em up and make 'em dance, or just plain eat 'em. MMmmm, bears.<br><br><b>Flavors : Colors</b><br>
Raspberry : red<br>
Orange : orange<br>
Lemon : yellow<br>
Pineapple : clear<br>
Strawberry : green<br><br><b>Bear Height:</b> 3/4 Inch<br><br>
The original ""Gold Bears"" gummi bears -- made by Haribo!<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Haribo Gold Bears Gummy Bears Candy.<br>
Imported from Europe.<br><br>
Shipping Weight ~ 6 lbs.</div>
    "|125865|/assets/item/regular/image-125865.jpg|19.50|""|Gummy & Jelly Candy
Trolli Gummy Bears Candy: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Glorious gummy bears in bright, assorted colors!<br>
The perfect pick-me-up any time of day.<br><br><b>Bear Height:</b> 3/4 Inch<br><br>
Unit Price = $2.90/lb.<br><br>
Bag contains 5 pounds of Trolli Gummy Bears Candy.<br><br>
Shipping Weight ~ 6 lbs.</div>
    "|126616|/assets/item/regular/trolli-gummy-bears.jpg|14.50|""|Gummy & Jelly Candy
Trolli Gummy Bears - Large: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Hey Boo Boo, these gummy bears are ""larger than your average bear!"" Soft and chewy bear gummies in an assortment of colors and flavors.<br><br>
There are approximately 58 pieces per pound.<br><b>Bear Height:</b> 1 Inch<br><br>
Unit Price = $2.90/lb.<br><br>
Bag contains 5 pounds of Trolli Super Gummy Bears Candy.<br><br>
Shipping Weight ~ 6 lbs.</div>
    "|126614|/assets/item/regular/trolli-super-gummy-bears.jpg|14.50|""|Gummy & Jelly Candy
Trolli Gummy Bears - Large Sour: 5LB Bag|"
   
        <br><p id=""longDescription"">Large sour gummy bears that will make you pucker with delight!<br><br>There are approximately 58 pieces per pound.<br><br><b>Bear Height:</b> 1 Inch<br><br>Unit Price = 2.90/lb.<br><br>Bag contains 5 pounds of Trolli Large Sour Gummy Bears Candy.<br><br>Shipping Weight ~ 6 lbs.</p>
    "|126847|/assets/item/regular/trolli-super-sour-gummy-bears.jpg|14.50|""|Gummy & Jelly Candy
Pink Strawberry Gummy Bears: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Bright pink gummy bears with a yummy strawberry flavor! The ideal bear for those who love strawberry flavor and gummy candy with that perfect amount of give under tooth, Pink Strawberry Gummy Bears are way better than their wild, non-candy counterparts when people want some sweets.  The blush pink color and fun bear shapes perfectly compliment any candy combination, while their inanimate nature means they won’t go through the trash or attack your campsite looking for lunch meat. Discriminating candy and bear enthusiasts choose Pink Strawberry Gummy Bears, every time.<br><br>
There are approximately 145 pieces per pound.<br><b>Bear Height:</b> 3/4 Inch<br><br>
Unit Price = $4.90/lb.<br><br>
Bag contains 5 pounds of Pink Strawberry Gummy Bears Candy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 6 lbs.<br><br><b>DISCLAIMER:</b>  Color may vary from photographs.  Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.</div>
    "|126300|/assets/item/regular/image-126300.jpg|19.50|""|Gummy & Jelly Candy
Purple Grape Gummy Bears: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>These purple pleasures pack a powerful grape punch! These chewy bears make a great addition to any sweet candy display. Or, pile them high in a candy dish and watch them disappear in moments!</div>
<div>
<br>
There are approximately 145 pieces per pound.<br><b>Bear Height:</b> 3/4 Inch<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Purple Grape Gummy Bears Candy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 6 lbs.<br><br><b>DISCLAIMER:</b> Color may vary from photographs.  Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.</div>
    "|126337|/assets/item/regular/image-126337.jpg|19.50|""|Gummy & Jelly Candy
Blue Raspberry Gummy Bears: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Chewy gummy bears that will cure your blues with their fabulous raspberry flavor!<br><br>
There are approximately 145 pieces per pound.<br><b>Bear Height:</b> 3/4 Inch<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Blue Raspberry Gummy Bears Candy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 6 lbs.<br><br><b>DISCLAIMER:</b>  Color may vary from photographs.  Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.</div>
    "|125199|/assets/item/regular/image-125199.jpg|19.50|""|Gummy & Jelly Candy
Green Apple Gummy Bears: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Green gummy bears with fabulous Granny Smith Green Apple flavor!<br><br>
There are approximately 145 pieces per pound.<br><b>Bear Height:</b> 3/4 Inch<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Green Gummy Bears Candy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 6 lbs.<br><br><b>DISCLAIMER:</b>  Color may vary from photographs.  Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.</div>
    "|125765|/assets/item/regular/image-125765.jpg|19.50|""|Gummy & Jelly Candy
Pineapple Gummy Bears: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Delicious gummy bears with a fabulous pineapple flavor!<br><br>
There are approximately 145 pieces per pound.<br><b>Bear Height:</b> 3/4 Inch<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Pineapple Flavored Gummy Bears Candy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 6 lbs.<br><br><b>DISCLAIMER:</b>  Color may vary from photographs.  Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.</div>
    "|126267|/assets/item/regular/image-126267.jpg|19.50|""|Gummy & Jelly Candy
Yellow Mango Gummy Bears: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Yellow gummy bears with a sweet mango flavor. Plump and delicious!<br><br>
There are approximately 145 pieces per pound.<br><b>Bear Height:</b> 3/4 Inch<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Yellow Mango Gummy Bears Candy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 6 lbs.<br><br><b>DISCLAIMER:</b>  Color may vary from photographs.  Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.</div>
    "|126726|/assets/item/regular/image-126726.jpg|19.50|""|Gummy & Jelly Candy
Orange Gummy Bears: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Orange gummy bears with a citrusy orange flavor. Plump and delicious!<br><br>
There are approximately 145 pieces per pound.<br><b>Bear Height:</b> 3/4 Inch<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Orange Gummy Bears Candy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 6 lbs.<br><br><b>DISCLAIMER:</b>  Color may vary from photographs.  Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.</div>
    "|126189|/assets/item/regular/image-126189.jpg|19.50|""|Gummy & Jelly Candy
Red Wild Cherry Gummy Bears: 5LB Bag|"
   
        <br><p id=""longDescription""></p>
<div>Bright red gummy bears with a fabulous Wild Cherry flavor.<br><br>
There are approximately 145 pieces per pound.<br><b>Bear Height:</b> 3/4 Inch<br><br>
Unit Price = $3.90/lb.<br><br>
Bag contains 5 pounds of Red Wild Cherry Gummy Bears Candy.<br>
Made in the USA.<br><br>
Shipping Weight ~ 6 lbs.<br><br><b>DISCLAIMER:</b>  Color may vary from photographs. Manufacturing process often differs slightly with every batch. NO REFUNDS for COLOR variance.</div>
    "|127409|/assets/item/regular/image-127409.jpg|19.50|""|Gummy & Jelly Candy
